,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
1263,Applied AI Engineer - Remote,dexter health,Deutschland,"Altstadt-Nord, Köln",0.0,0.0,"Welcome to dexter health! At dexter health, we build AI-powered software for care teams. Our mission is to reduce administrative workload in healthcare so caregivers can spend more time with patients. We are looking for a high-agency AI Engineer to help us build new AI features faster and improve the quality, reliability, and speed of existing AI workflows. This is a hands-on engineering role. Not research. Not prompt-only. You will turn ambiguous product ideas into working, production-ready A…",2026-07-17T09:52:57Z,remote,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1264,Lead AI Engineer (Remote),Finom,Deutschland,Deutschland,0.0,0.0,"About Finom Finom is a European tech startup headquartered in Amsterdam, and we’re on a journey towards revolutionizing the financial landscape for entrepreneurs worldwide. Our mission is to develop an all-in-one financial B2B solution that integrates banking functions, accounting, financial management, and invoicing into a seamless, mobile-first platform. We recently closed a €115 million Series C equity round (around $133 million), bringing our total funding to approximately $346 million. Thi…",2026-09-04T18:26:02Z,remote,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1265,Audio AI Engineer (human),Neura Robotics,Deutschland,"Riederich, Reutlingen (Kreis)",0.0,0.0,"Hearing is essential to how a robot understands and responds to the world. At NEURA Robotics, audio is a first-class modality: spoken instructions, contact sounds, and ambient cues all inform autonomous action. As Audio AI Engineer, you own the real-time audio pipeline on the robot, the models that turn sound into meaning, and the voice interface that lets people speak to our humanoids the way they would to another person. The role can emphasize conversational AI, audio ML modeling, or embedded…",2026-06-19T00:00:52Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1266,Audio AI Engineer (Mensch),Neura Robotics,Deutschland,"Riederich, Reutlingen (Kreis)",0.0,0.0,"Hearing is essential to how a robot understands and responds to the world. At NEURA Robotics, audio is a first-class modality: spoken instructions, contact sounds, and ambient cues all inform autonomous action. As Audio AI Engineer, you own the real-time audio pipeline on the robot, the models that turn sound into meaning, and the voice interface that lets people speak to our humanoids the way they would to another person. The role can emphasize conversational AI, audio ML modeling, or embedded…",2026-06-18T23:37:10Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1267,"Applied AI Engineer, Enterprise",Anthropic,Deutschland,"München, München (Kreis)",0.0,0.0,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role As an Applied AI Engineer on our Enterprise team, your role is to guide some of Germany's largest businesses to the frontier of AI and help them d…",2026-08-21T17:49:50Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1268,Full Stack AI Engineer,Zalion,Deutschland,"Altstadt-Lehel, München",0.0,0.0,"Zalion is an international AI start-up revolutionizing industrial procurement. We use cutting-edge AI agents to automate manual Source-to-Pay processes, freeing up procurement teams for strategic work. We are live with the largest companies in Europe & the US. We love what we do. We get stuff done. We progress fast. Tasks Own and ship agent-powered features end-to-end – from idea and prototype to production rollout and iteration. Design, build, and deploy AI agents in production that interact w…",2026-07-17T09:50:58Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1269,Full Stack AI Engineer,Zalion,Deutschland,"München, München (Kreis)",0.0,0.0,"Zalion is an international AI start-up revolutionizing industrial procurement. We use cutting-edge AI agents to automate manual Source-to-Pay processes, freeing up procurement teams for strategic work. We are live with the largest companies in Europe & the US. We love what we do. We get stuff done. We progress fast. Tasks Own and ship agent-powered features end-to-end – from idea and prototype to production rollout and iteration. Design, build, and deploy AI agents in production that interact w…",2026-07-16T16:04:32Z,unknown,unknown,5,"(('job_title', ('ai engineer',)),)",adzuna
1270,Agentic AI Engineer (Mensch),Neura Robotics,Deutschland,"Riederich, Reutlingen (Kreis)",0.0,0.0,"Deine Mission & Herausforderungen Bei NEURA Robotics führen kognitive Roboter nicht einfach nur Befehle aus. Sie nehmen wahr, denken, planen über lange Zeithorizonte und handeln autonom in der physischen Welt. Wir suchen einen Engineer, der die Systeme baut, die das möglich machen: die Agent-Harnesses, Planungsschleifen und Orchestrierungsschichten, die aus einem Sprachmodell einen zuverlässigen, verkörperten Agenten machen. Agentenarchitektur & Harness-Design: Du entwirfst und baust den zentra…",2026-06-03T23:49:01Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1271,AI Engineer,Cornerstone OnDemand,India,"Hyderabad, Telangana",0.0,0.0,"This job is with Cornerstone OnDemand, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. AlEngineer - India Thisrole is Office Based, Hyderabad Office CornerstoneOnDemand is looking for a AI Engineer who will lead the design and developmentof AI-powered solutions using Microsoft Azure AI services, Copilot, andGenerative AI technologies. You will be responsible for building intelligentautoma…",2026-08-27T12:12:20Z,onsite,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1272,AI Engineer,Capco,India,"Pune, Maharashtra",0.0,0.0,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: GenAI Developer/ Engineer About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence across 32 cities acros…",2026-08-12T01:59:43Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1273,AI Engineer,Capco,India,India,0.0,0.0,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: GenAI Developer/ Engineer About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence across 32 cities acros…",2026-08-27T02:10:30Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1274,AI Engineer_Agentic AI,Capco,India,India,0.0,0.0,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: AI Engineer About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence across 32 cities across globe, we su…",2026-08-12T01:59:40Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1275,Principal AI Engineer,Cornerstone OnDemand,India,"Hyderabad, Telangana",0.0,0.0,"This job is with Cornerstone OnDemand, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: Principal AI Engineer Location: Hyderabad, India Years of Experience: 8-10 years of hands-on software engineering experience , including building and scaling AI-powered systems in production Position Overview We are seeking a Principal AI Engineer to design, build, and scale AI-driven systems…",2026-08-12T11:59:19Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1276,AI Engineer (Manager level),Clifford Chance,India,"Hyderabad, Telangana",0.0,0.0,"This job is with Clifford Chance, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Description The role This role is a key contributor in the Data & Analytics, AI team: The daily work primarily focuses on Natural Language processing (NLP). This role will lead a range of data analytics efforts, including monitoring and improving the performance of our Natural Language Understanding (NLU…",2026-08-22T22:08:48Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1277,"Data Scientist / AI Engineer, AVP",Deutsche Bank,India,"Bangalore, Karnataka",0.0,0.0,"This job is with Deutsche Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Position Overview Role Description Driving the creation of new AI solutions for Corporate Banking and Investment Banking Operations and Controls (CBIBOC). As Deutsche Bank enters into a phase where a variety of data and AI development tools are becoming more accessible, we are seeking a Data Scientist / AI Eng…",2026-09-04T10:16:11Z,unknown,it-jobs,11,"(('description', ('data scientist',)), ('job_title', ('data scientist', 'ai engineer')))",adzuna
1278,Lead AI Engineer (Agentic Systems),S&P Global,India,India,0.0,0.0,"This job is with S&P Global, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About the Role: Grade Level (for internal use): 11 Lead AI Engineer (Agentic Systems) Role Summary As the Lead AI Engineer (Agentic Systems), you will help architect and build the organization's next generation of autonomous AI workflows. This is a multidisciplinary technical role operating at the intersection of…",2026-08-25T00:07:48Z,unknown,engineering-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1279,ERDS-MJ - Gen AI Engineer,Capco,India,India,0.0,0.0,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: Gen AI Engineer About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence across 32 cities across globe, w…",2026-08-27T02:10:27Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
